X	Y	Z	Fi
23.5	45.5	278.5	25.129999
24.5	45.5	278.5	29.125896
25.5	45.5	278.5	26.005213
26.5	45.5	278.5	32.445312
27.5	45.5	278.5	28.190001
28.5	45.5	278.5	22.950001
29.5	45.5	278.5	26.294716
30.5	45.5	278.5	27.793066
31.5	45.5	278.5	29.642038
32.5	45.5	278.5	28.309999
33.5	45.5	278.5	29.450001
34.5	45.5	278.5	27.860954
35.5	45.5	278.5	32.82
36.5	45.5	278.5	31.698418
37.5	45.5	278.5	30.172142
38.5	45.5	278.5	31.52927
39.5	45.5	278.5	30.620001
40.5	45.5	278.5	33.536327
41.5	45.5	278.5	32.861309
42.5	45.5	278.5	33.34
43.5	45.5	278.5	32.095303
44.5	45.5	278.5	32.165592
45.5	45.5	278.5	28.923496
46.5	45.5	278.5	30.714987
47.5	45.5	278.5	27.57
48.5	45.5	278.5	32.448425
49.5	45.5	278.5	29.16
50.5	45.5	278.5	25.51
51.5	45.5	278.5	31.190001
52.5	45.5	278.5	29.120001
53.5	45.5	278.5	30.207737
54.5	45.5	278.5	26.89506
55.5	45.5	278.5	30.540001
56.5	45.5	278.5	27.780001
57.5	45.5	278.5	31.210718
58.5	45.5	278.5	25.039116
59.5	45.5	278.5	32.099998
60.5	45.5	278.5	30.487478
61.5	45.5	278.5	29
62.5	45.5	278.5	32.525036
63.5	45.5	278.5	27
64.5	45.5	278.5	34.029999
65.5	45.5	278.5	29.28684
66.5	45.5	278.5	32.82
67.5	45.5	278.5	34.765789
68.5	45.5	278.5	32.762653
69.5	45.5	278.5	27.780001
70.5	45.5	278.5	34.228386
71.5	45.5	278.5	34.94593
72.5	45.5	278.5	33.147129
73.5	45.5	278.5	31.484869
74.5	45.5	278.5	32.817657
75.5	45.5	278.5	32.189999
76.5	45.5	278.5	36.315979
77.5	45.5	278.5	36.563915
78.5	45.5	278.5	35.540539
79.5	45.5	278.5	36.991238
80.5	45.5	278.5	36.053493
81.5	45.5	278.5	37.959999
82.5	45.5	278.5	35.549774
83.5	45.5	278.5	35.93
84.5	45.5	278.5	37.426418
85.5	45.5	278.5	35.125374
86.5	45.5	278.5	36.382687
87.5	45.5	278.5	34.584137
88.5	45.5	278.5	34.534229
89.5	45.5	278.5	32.080002
90.5	45.5	278.5	34.551006
91.5	45.5	278.5	34.079437
92.5	45.5	278.5	30.415915
93.5	45.5	278.5	36.866241
94.5	45.5	278.5	34.330002
95.5	45.5	278.5	37.830002
96.5	45.5	278.5	35.544022
97.5	45.5	278.5	37.924908
98.5	45.5	278.5	35.772793
99.5	45.5	278.5	33.396671
0.5	45.5	279.5	28.02
1.5	45.5	279.5	27.82
2.5	45.5	279.5	29.537268
3.5	45.5	279.5	14.023106
4.5	45.5	279.5	25.370001
5.5	45.5	279.5	32.400002
6.5	45.5	279.5	30.030001
7.5	45.5	279.5	29.714907
8.5	45.5	279.5	34.745647
9.5	45.5	279.5	32.150002
10.5	45.5	279.5	30.889999
11.5	45.5	279.5	34.650002
12.5	45.5	279.5	31.912157
13.5	45.5	279.5	28.51
14.5	45.5	279.5	31.469999
15.5	45.5	279.5	29.291096
16.5	45.5	279.5	29.528778
17.5	45.5	279.5	27.81835
18.5	45.5	279.5	25.610502
19.5	45.5	279.5	17.34008
20.5	45.5	279.5	24.867094
21.5	45.5	279.5	27.163519
22.5	45.5	279.5	23.16
23.5	45.5	279.5	22.741253
24.5	45.5	279.5	20.928337
25.5	45.5	279.5	15.053529
26.5	45.5	279.5	21.092819
27.5	45.5	279.5	26.120001
28.5	45.5	279.5	23.089867
29.5	45.5	279.5	31.135342
30.5	45.5	279.5	27.049999
31.5	45.5	279.5	29.459999
32.5	45.5	279.5	33.59
33.5	45.5	279.5	28.139999
34.5	45.5	279.5	30.443039
35.5	45.5	279.5	34.130001
36.5	45.5	279.5	32.903149
37.5	45.5	279.5	35.205345
38.5	45.5	279.5	31.93161
39.5	45.5	279.5	28.617981
40.5	45.5	279.5	28.841024
41.5	45.5	279.5	30.49983
42.5	45.5	279.5	26.4
43.5	45.5	279.5	33.751495
44.5	45.5	279.5	24.758715
45.5	45.5	279.5	28.569733
46.5	45.5	279.5	26.52
47.5	45.5	279.5	24.702875
48.5	45.5	279.5	24.40382
49.5	45.5	279.5	25.719999
50.5	45.5	279.5	29.15
51.5	45.5	279.5	31.690001
52.5	45.5	279.5	31.31789
53.5	45.5	279.5	33.581387
54.5	45.5	279.5	34.330002
55.5	45.5	279.5	34.259998
56.5	45.5	279.5	29.25
57.5	45.5	279.5	29.108143
58.5	45.5	279.5	28.870001
59.5	45.5	279.5	31.611279
60.5	45.5	279.5	27.300962
61.5	45.5	279.5	29.759893
62.5	45.5	279.5	25.100863
63.5	45.5	279.5	22.75
64.5	45.5	279.5	26.4
65.5	45.5	279.5	28.781012
66.5	45.5	279.5	32
67.5	45.5	279.5	29.780001
68.5	45.5	279.5	22.930912
69.5	45.5	279.5	26.15
70.5	45.5	279.5	28.562323
71.5	45.5	279.5	30.719999
72.5	45.5	279.5	33.400002
73.5	45.5	279.5	35.98
74.5	45.5	279.5	32.935822
75.5	45.5	279.5	34.900002
76.5	45.5	279.5	31.870361
77.5	45.5	279.5	29.549999
78.5	45.5	279.5	30.18
79.5	45.5	279.5	33.491066
80.5	45.5	279.5	28.858387
81.5	45.5	279.5	30.796608
82.5	45.5	279.5	32.921059
83.5	45.5	279.5	35.380001
84.5	45.5	279.5	32.854752
85.5	45.5	279.5	33.740002
86.5	45.5	279.5	33.055664
87.5	45.5	279.5	35.432503
88.5	45.5	279.5	32.200001
89.5	45.5	279.5	33.246967
90.5	45.5	279.5	34.049999
91.5	45.5	279.5	32.540703
92.5	45.5	279.5	34.800373
93.5	45.5	279.5	35.897343
94.5	45.5	279.5	33.373486
95.5	45.5	279.5	34.553112
96.5	45.5	279.5	34.25
97.5	45.5	279.5	36.209312
98.5	45.5	279.5	34.870148
99.5	45.5	279.5	37.959999
0.5	45.5	280.5	28.120001
1.5	45.5	280.5	28.059999
2.5	45.5	280.5	30.244755
3.5	45.5	280.5	30.033415
4.5	45.5	280.5	28.5
5.5	45.5	280.5	27.030001
6.5	45.5	280.5	27.068279
7.5	45.5	280.5	23.32
8.5	45.5	280.5	31.469999
9.5	45.5	280.5	29.469999
10.5	45.5	280.5	23.471672
11.5	45.5	280.5	26.837069
12.5	45.5	280.5	26.01
13.5	45.5	280.5	28.218878
14.5	45.5	280.5	28.640196
15.5	45.5	280.5	26.26
16.5	45.5	280.5	22.98
17.5	45.5	280.5	27.575768
18.5	45.5	280.5	24.961594
19.5	45.5	280.5	29.74629
20.5	45.5	280.5	27.280489
21.5	45.5	280.5	20.955631
22.5	45.5	280.5	20.063892
23.5	45.5	280.5	24.875288
24.5	45.5	280.5	27.356812
25.5	45.5	280.5	25.471088
26.5	45.5	280.5	31.32
27.5	45.5	280.5	28.299999
28.5	45.5	280.5	22.613842
29.5	45.5	280.5	24.628559
30.5	45.5	280.5	30.02
31.5	45.5	280.5	26.850718
32.5	45.5	280.5	25.690001
33.5	45.5	280.5	26.84
34.5	45.5	280.5	29.61603
35.5	45.5	280.5	32.189999
36.5	45.5	280.5	26.528139
37.5	45.5	280.5	28.434553
38.5	45.5	280.5	27
39.5	45.5	280.5	19.36747
40.5	45.5	280.5	10.699395
41.5	45.5	280.5	27.493908
42.5	45.5	280.5	22.98
43.5	45.5	280.5	28.5
44.5	45.5	280.5	28.91
45.5	45.5	280.5	27.927172
46.5	45.5	280.5	22.809999
47.5	45.5	280.5	25.52
48.5	45.5	280.5	24.276609
49.5	45.5	280.5	23.68
50.5	45.5	280.5	27.65
51.5	45.5	280.5	34.029999
52.5	45.5	280.5	26.698957
53.5	45.5	280.5	25.895376
54.5	45.5	280.5	30.290001
55.5	45.5	280.5	32.23
56.5	45.5	280.5	28.870001
57.5	45.5	280.5	26.103981
58.5	45.5	280.5	30.04756
59.5	45.5	280.5	29.745445
60.5	45.5	280.5	30.172508
61.5	45.5	280.5	28.91
62.5	45.5	280.5	29.459999
63.5	45.5	280.5	26.750399
64.5	45.5	280.5	24.322792
65.5	45.5	280.5	27.059999
66.5	45.5	280.5	24.398272
67.5	45.5	280.5	21.25
68.5	45.5	280.5	27.02
69.5	45.5	280.5	34.131126
70.5	45.5	280.5	27.922457
71.5	45.5	280.5	27.43894
72.5	45.5	280.5	26.870001
73.5	45.5	280.5	28.309999
74.5	45.5	280.5	30.6
75.5	45.5	280.5	30.250883
76.5	45.5	280.5	32.200001
77.5	45.5	280.5	28.780001
78.5	45.5	280.5	31.143677
79.5	45.5	280.5	30.77
80.5	45.5	280.5	27.110001
81.5	45.5	280.5	28.585455
82.5	45.5	280.5	32.821133
83.5	45.5	280.5	33.43
84.5	45.5	280.5	33.321518
85.5	45.5	280.5	30.620001
86.5	45.5	280.5	35.060001
87.5	45.5	280.5	27.783169
88.5	45.5	280.5	35.93
89.5	45.5	280.5	34.51733
90.5	45.5	280.5	35.055866
91.5	45.5	280.5	34.518166
92.5	45.5	280.5	34.789253
93.5	45.5	280.5	35.413025
94.5	45.5	280.5	36.3908
95.5	45.5	280.5	37.830002
96.5	45.5	280.5	36.021809
97.5	45.5	280.5	37.959999
98.5	45.5	280.5	37.959999
99.5	45.5	280.5	37.535587
0.5	45.5	281.5	24.324148
1.5	45.5	281.5	21.119549
2.5	45.5	281.5	27.917828
3.5	45.5	281.5	26.107647
4.5	45.5	281.5	26.18565
5.5	45.5	281.5	30.620001
6.5	45.5	281.5	22.355806
7.5	45.5	281.5	24.392878
8.5	45.5	281.5	29.065046
9.5	45.5	281.5	30.450001
10.5	45.5	281.5	31.207201
11.5	45.5	281.5	34.639999
12.5	45.5	281.5	34.534676
13.5	45.5	281.5	31.937883
14.5	45.5	281.5	30.03327
15.5	45.5	281.5	30.727325
16.5	45.5	281.5	28.65
17.5	45.5	281.5	33.522099
18.5	45.5	281.5	26.76
19.5	45.5	281.5	28.870001
20.5	45.5	281.5	30.833588
21.5	45.5	281.5	31.765329
22.5	45.5	281.5	25.748682
23.5	45.5	281.5	27.93
24.5	45.5	281.5	28.610001
25.5	45.5	281.5	29.831121
26.5	45.5	281.5	29.129999
27.5	45.5	281.5	32.265064
28.5	45.5	281.5	22.092712
29.5	45.5	281.5	29.418085
30.5	45.5	281.5	24.6
31.5	45.5	281.5	19.098618
32.5	45.5	281.5	25.110001
33.5	45.5	281.5	23.027899
34.5	45.5	281.5	27.234056
35.5	45.5	281.5	26.690001
36.5	45.5	281.5	28.360001
37.5	45.5	281.5	28.281523
38.5	45.5	281.5	21.794571
39.5	45.5	281.5	28.74
40.5	45.5	281.5	23.748217
41.5	45.5	281.5	27.059999
42.5	45.5	281.5	25.110516
43.5	45.5	281.5	24.998814
44.5	45.5	281.5	26.67
45.5	45.5	281.5	25.879999
46.5	45.5	281.5	23.360001
47.5	45.5	281.5	27.544731
48.5	45.5	281.5	25.702412
49.5	45.5	281.5	26.639999
50.5	45.5	281.5	25.23
51.5	45.5	281.5	27.49
52.5	45.5	281.5	27.139711
53.5	45.5	281.5	20.806326
54.5	45.5	281.5	24.8262
55.5	45.5	281.5	34.16
56.5	45.5	281.5	24.370001
57.5	45.5	281.5	25.077639
58.5	45.5	281.5	25.860001
59.5	45.5	281.5	29.142534
60.5	45.5	281.5	21.968945
61.5	45.5	281.5	17.080341
62.5	45.5	281.5	26.273737
63.5	45.5	281.5	25.118513
64.5	45.5	281.5	27.223036
65.5	45.5	281.5	27.93
66.5	45.5	281.5	31.379326
67.5	45.5	281.5	30.018713
68.5	45.5	281.5	26.219999
69.5	45.5	281.5	31.225798
70.5	45.5	281.5	27.422531
71.5	45.5	281.5	33.740002
72.5	45.5	281.5	29.860601
73.5	45.5	281.5	30.040001
74.5	45.5	281.5	30.645254
75.5	45.5	281.5	31.996489
76.5	45.5	281.5	28.870001
77.5	45.5	281.5	24.833145
78.5	45.5	281.5	27.65
79.5	45.5	281.5	26.350737
80.5	45.5	281.5	29.6
81.5	45.5	281.5	31.214558
82.5	45.5	281.5	33.211063
83.5	45.5	281.5	31.93
84.5	45.5	281.5	34.709999
85.5	45.5	281.5	30.367434
86.5	45.5	281.5	35.656452
87.5	45.5	281.5	35.93
88.5	45.5	281.5	34.073017
89.5	45.5	281.5	31.870001
90.5	45.5	281.5	35.166649
91.5	45.5	281.5	34.774315
92.5	45.5	281.5	34.330002
93.5	45.5	281.5	35.544254
94.5	45.5	281.5	36.782562
95.5	45.5	281.5	36.782005
96.5	45.5	281.5	37.830002
97.5	45.5	281.5	37.667061
98.5	45.5	281.5	37.008446
99.5	45.5	281.5	36.75127
0.5	45.5	282.5	20.361902
1.5	45.5	282.5	23.866884
2.5	45.5	282.5	24.045431
3.5	45.5	282.5	22.20751
4.5	45.5	282.5	23.997541
5.5	45.5	282.5	24.450001
6.5	45.5	282.5	26.92041
7.5	45.5	282.5	28.056099
8.5	45.5	282.5	32.052036
9.5	45.5	282.5	34
10.5	45.5	282.5	34.863953
11.5	45.5	282.5	33.283897
12.5	45.5	282.5	34.894882
13.5	45.5	282.5	35.663795
14.5	45.5	282.5	32.189999
15.5	45.5	282.5	27
16.5	45.5	282.5	30.6
17.5	45.5	282.5	33.837444
18.5	45.5	282.5	34.04443
19.5	45.5	282.5	30.999718
20.5	45.5	282.5	28.136847
21.5	45.5	282.5	26.33
22.5	45.5	282.5	32.221596
23.5	45.5	282.5	26.368731
24.5	45.5	282.5	27.860001
25.5	45.5	282.5	24.68095
26.5	45.5	282.5	34.623444
27.5	45.5	282.5	29.057869
28.5	45.5	282.5	25.992216
29.5	45.5	282.5	24.746037
30.5	45.5	282.5	26.322916
31.5	45.5	282.5	29.553864
32.5	45.5	282.5	26.67
33.5	45.5	282.5	30.549999
34.5	45.5	282.5	23.933498
35.5	45.5	282.5	29.85
36.5	45.5	282.5	30.187685
37.5	45.5	282.5	27.424404
38.5	45.5	282.5	28.691959
39.5	45.5	282.5	28.33
40.5	45.5	282.5	23.939995
41.5	45.5	282.5	22.050121
42.5	45.5	282.5	27.110001
43.5	45.5	282.5	26.051895
44.5	45.5	282.5	22.58
45.5	45.5	282.5	27.175819
46.5	45.5	282.5	17.603729
47.5	45.5	282.5	28.35
48.5	45.5	282.5	24.625305
49.5	45.5	282.5	25.91
50.5	45.5	282.5	27.969999
51.5	45.5	282.5	31.559999
52.5	45.5	282.5	31.494633
53.5	45.5	282.5	27.110001
54.5	45.5	282.5	31.780064
55.5	45.5	282.5	30.23
56.5	45.5	282.5	27.459999
57.5	45.5	282.5	28.190001
58.5	45.5	282.5	29.09277
59.5	45.5	282.5	23.360001
60.5	45.5	282.5	22.886705
61.5	45.5	282.5	25.309671
62.5	45.5	282.5	25.940001
63.5	45.5	282.5	27.93
64.5	45.5	282.5	25.049227
65.5	45.5	282.5	23.516092
66.5	45.5	282.5	28.66
67.5	45.5	282.5	27.790436
68.5	45.5	282.5	23.740652
69.5	45.5	282.5	32
70.5	45.5	282.5	28.504833
71.5	45.5	282.5	25.91
72.5	45.5	282.5	17.303358
73.5	45.5	282.5	25.805153
74.5	45.5	282.5	21.68
75.5	45.5	282.5	25.387053
76.5	45.5	282.5	30.549999
77.5	45.5	282.5	26.892218
78.5	45.5	282.5	27.370001
79.5	45.5	282.5	31.5382
80.5	45.5	282.5	26.414457
81.5	45.5	282.5	29.549999
82.5	45.5	282.5	33.150002
83.5	45.5	282.5	33.68
84.5	45.5	282.5	32.728031
85.5	45.5	282.5	34.139999
86.5	45.5	282.5	35.134956
87.5	45.5	282.5	34.615124
88.5	45.5	282.5	30.049999
89.5	45.5	282.5	34.663349
90.5	45.5	282.5	32.098026
91.5	45.5	282.5	33.551628
92.5	45.5	282.5	34.900002
93.5	45.5	282.5	32.907665
94.5	45.5	282.5	33.883293
95.5	45.5	282.5	33.598183
96.5	45.5	282.5	35.68
97.5	45.5	282.5	37.270527
98.5	45.5	282.5	28.91
99.5	45.5	282.5	26.34363
0.5	45.5	283.5	28.780001
1.5	45.5	283.5	25.139765
2.5	45.5	283.5	24.683733
3.5	45.5	283.5	23.32266
4.5	45.5	283.5	30.6
5.5	45.5	283.5	27
6.5	45.5	283.5	28.087538
7.5	45.5	283.5	28.075542
8.5	45.5	283.5	29.82
9.5	45.5	283.5	28.030001
10.5	45.5	283.5	31.70026
11.5	45.5	283.5	27.675428
12.5	45.5	283.5	28.190001
13.5	45.5	283.5	30.370001
14.5	45.5	283.5	29.615295
15.5	45.5	283.5	28.396389
16.5	45.5	283.5	28.870001
17.5	45.5	283.5	29
18.5	45.5	283.5	27.972458
19.5	45.5	283.5	30.226994
20.5	45.5	283.5	30.34
21.5	45.5	283.5	28.184946
22.5	45.5	283.5	29.16
23.5	45.5	283.5	31.83
24.5	45.5	283.5	28.548967
25.5	45.5	283.5	35.549999
26.5	45.5	283.5	31.028934
27.5	45.5	283.5	24.334141
28.5	45.5	283.5	33.27961
29.5	45.5	283.5	32.704731
30.5	45.5	283.5	28.26
31.5	45.5	283.5	29.459999
32.5	45.5	283.5	22.870001
33.5	45.5	283.5	28.450001
34.5	45.5	283.5	28.627781
35.5	45.5	283.5	30.620001
36.5	45.5	283.5	29.104761
37.5	45.5	283.5	23.424541
38.5	45.5	283.5	24.399057
39.5	45.5	283.5	22.715538
40.5	45.5	283.5	23.120001
41.5	45.5	283.5	25.137163
42.5	45.5	283.5	22.308222
43.5	45.5	283.5	22.6
44.5	45.5	283.5	22.297049
45.5	45.5	283.5	27.603777
46.5	45.5	283.5	30.472486
47.5	45.5	283.5	20.607714
48.5	45.5	283.5	24.956421
49.5	45.5	283.5	22.440001
50.5	45.5	283.5	10.22
51.5	45.5	283.5	26.76
52.5	45.5	283.5	31.559999
53.5	45.5	283.5	27.860001
54.5	45.5	283.5	28.828899
55.5	45.5	283.5	32.82
56.5	45.5	283.5	15.35
57.5	45.5	283.5	23.998281
58.5	45.5	283.5	22.642572
59.5	45.5	283.5	25.51
60.5	45.5	283.5	27.140945
61.5	45.5	283.5	27.130386
62.5	45.5	283.5	25.875504
63.5	45.5	283.5	26.368326
64.5	45.5	283.5	25.25
65.5	45.5	283.5	22.75
66.5	45.5	283.5	22.601618
67.5	45.5	283.5	23.57
68.5	45.5	283.5	23.455334
69.5	45.5	283.5	31.450516
70.5	45.5	283.5	25.009739
71.5	45.5	283.5	25.129999
72.5	45.5	283.5	24.969999
73.5	45.5	283.5	18.593275
74.5	45.5	283.5	15.322641
75.5	45.5	283.5	28.74
76.5	45.5	283.5	20.70088
77.5	45.5	283.5	26.987902
78.5	45.5	283.5	27.030001
79.5	45.5	283.5	21.793282
80.5	45.5	283.5	27.44034
81.5	45.5	283.5	13.793781
82.5	45.5	283.5	20.823969
83.5	45.5	283.5	23.27
84.5	45.5	283.5	21.119282
85.5	45.5	283.5	27.110001
86.5	45.5	283.5	30.77
87.5	45.5	283.5	18.386969
88.5	45.5	283.5	11.314696
89.5	45.5	283.5	25.747694
90.5	45.5	283.5	27.686073
91.5	45.5	283.5	28.689962
92.5	45.5	283.5	24.640182
93.5	45.5	283.5	26.15
94.5	45.5	283.5	33.104248
95.5	45.5	283.5	24.894632
96.5	45.5	283.5	26.13353
97.5	45.5	283.5	29.719999
98.5	45.5	283.5	23.737364
99.5	45.5	283.5	28.630806
0.5	45.5	284.5	22.30098
1.5	45.5	284.5	19.536646
2.5	45.5	284.5	27.004648
3.5	45.5	284.5	25.12137
4.5	45.5	284.5	29.115749
5.5	45.5	284.5	29.17
6.5	45.5	284.5	28.025028
7.5	45.5	284.5	30.23
8.5	45.5	284.5	30.291239
9.5	45.5	284.5	32.279999
10.5	45.5	284.5	30.77
11.5	45.5	284.5	29.134449
12.5	45.5	284.5	26.183189
13.5	45.5	284.5	23.22245
14.5	45.5	284.5	28.16
15.5	45.5	284.5	27.219999
16.5	45.5	284.5	30.771223
17.5	45.5	284.5	29.485352
18.5	45.5	284.5	32.080002
19.5	45.5	284.5	30.489101
20.5	45.5	284.5	29.33695
21.5	45.5	284.5	30.171221
22.5	45.5	284.5	29.450001
23.5	45.5	284.5	29.940001
24.5	45.5	284.5	29.299999
25.5	45.5	284.5	30.379303
26.5	45.5	284.5	32.439999
27.5	45.5	284.5	25.15
28.5	45.5	284.5	26.372728
29.5	45.5	284.5	31.690001
30.5	45.5	284.5	27.639746
31.5	45.5	284.5	26.116375
32.5	45.5	284.5	23.84
33.5	45.5	284.5	28.302195
34.5	45.5	284.5	26.01
35.5	45.5	284.5	23.16
36.5	45.5	284.5	28.48
37.5	45.5	284.5	28.18
38.5	45.5	284.5	33.255058
39.5	45.5	284.5	28.190001
40.5	45.5	284.5	27.171429
41.5	45.5	284.5	21.68
42.5	45.5	284.5	22.790001
43.5	45.5	284.5	28.5
44.5	45.5	284.5	26.601561
45.5	45.5	284.5	25.309999
46.5	45.5	284.5	27.02
47.5	45.5	284.5	26.528753
48.5	45.5	284.5	31.571348
49.5	45.5	284.5	27.07
50.5	45.5	284.5	23.360001
51.5	45.5	284.5	32.540001
52.5	45.5	284.5	28.91
53.5	45.5	284.5	26.107674
54.5	45.5	284.5	27.041502
55.5	45.5	284.5	34.5
56.5	45.5	284.5	30.629999
57.5	45.5	284.5	29.701498
58.5	45.5	284.5	27.844263
59.5	45.5	284.5	30.860001
60.5	45.5	284.5	29.554785
61.5	45.5	284.5	28.391668
62.5	45.5	284.5	30.90003
63.5	45.5	284.5	31.379999
64.5	45.5	284.5	29.578411
65.5	45.5	284.5	29.920677
66.5	45.5	284.5	29.419828
67.5	45.5	284.5	28.31712
68.5	45.5	284.5	32
69.5	45.5	284.5	28.192961
70.5	45.5	284.5	25.719999
71.5	45.5	284.5	28.16
72.5	45.5	284.5	27.152651
73.5	45.5	284.5	27.957048
74.5	45.5	284.5	28.82
75.5	45.5	284.5	22.280855
76.5	45.5	284.5	27.346607
77.5	45.5	284.5	21.063663
78.5	45.5	284.5	27.602261
79.5	45.5	284.5	13.974891
80.5	45.5	284.5	22.492525
81.5	45.5	284.5	13.82941
82.5	45.5	284.5	27.758163
83.5	45.5	284.5	29.540001
84.5	45.5	284.5	26.446053
85.5	45.5	284.5	27.546036
86.5	45.5	284.5	28.309999
87.5	45.5	284.5	28.999666
88.5	45.5	284.5	26.52
89.5	45.5	284.5	20.581406
90.5	45.5	284.5	32.188332
91.5	45.5	284.5	26.208607
92.5	45.5	284.5	28.309999
93.5	45.5	284.5	30.668903
94.5	45.5	284.5	30.231302
95.5	45.5	284.5	32.312702
96.5	45.5	284.5	26.087614
97.5	45.5	284.5	26.020817
98.5	45.5	284.5	24.586861
99.5	45.5	284.5	28.85
0.5	45.5	285.5	23.113199
1.5	45.5	285.5	29.252333
2.5	45.5	285.5	26.085995
3.5	45.5	285.5	22.98
4.5	45.5	285.5	18.63673
5.5	45.5	285.5	20.07
6.5	45.5	285.5	23.871222
7.5	45.5	285.5	21.525402
8.5	45.5	285.5	25.309999
9.5	45.5	285.5	28.02
10.5	45.5	285.5	23.610001
11.5	45.5	285.5	25.504463
12.5	45.5	285.5	26.676138
13.5	45.5	285.5	29.156574
14.5	45.5	285.5	25.860001
15.5	45.5	285.5	26.350985
16.5	45.5	285.5	27.575653
17.5	45.5	285.5	29.25
18.5	45.5	285.5	33.706806
19.5	45.5	285.5	31.970848
20.5	45.5	285.5	31.670414
21.5	45.5	285.5	31.662373
22.5	45.5	285.5	32.071255
23.5	45.5	285.5	30.049137
24.5	45.5	285.5	28.832199
25.5	45.5	285.5	33.261364
26.5	45.5	285.5	30.177761
27.5	45.5	285.5	28.9937
28.5	45.5	285.5	31.283199
29.5	45.5	285.5	28.440838
30.5	45.5	285.5	31
31.5	45.5	285.5	31.906841
32.5	45.5	285.5	27.950001
33.5	45.5	285.5	29.940001
34.5	45.5	285.5	37.310001
35.5	45.5	285.5	37.959999
36.5	45.5	285.5	37.830002
37.5	45.5	285.5	37.959999
38.5	45.5	285.5	34.489307
39.5	45.5	285.5	36.02417
40.5	45.5	285.5	31.290001
41.5	45.5	285.5	32.393139
42.5	45.5	285.5	24.618
43.5	45.5	285.5	31.377542
44.5	45.5	285.5	28.936993
45.5	45.5	285.5	31.019886
46.5	45.5	285.5	23.505447
47.5	45.5	285.5	26.068539
48.5	45.5	285.5	21.788725
49.5	45.5	285.5	23.24
50.5	45.5	285.5	21.790001
51.5	45.5	285.5	31.83
52.5	45.5	285.5	31.514336
53.5	45.5	285.5	27.181995
54.5	45.5	285.5	24.338627
55.5	45.5	285.5	25.129999
56.5	45.5	285.5	24.01
57.5	45.5	285.5	27.07
58.5	45.5	285.5	29.129999
59.5	45.5	285.5	31.16132
60.5	45.5	285.5	27.251324
61.5	45.5	285.5	28.452969
62.5	45.5	285.5	28.193005
63.5	45.5	285.5	30.418587
64.5	45.5	285.5	26.83
65.5	45.5	285.5	26.358393
66.5	45.5	285.5	24.336195
67.5	45.5	285.5	29.61459
68.5	45.5	285.5	28.508549
69.5	45.5	285.5	28.014183
70.5	45.5	285.5	26.040262
71.5	45.5	285.5	27.482645
72.5	45.5	285.5	25.66342
73.5	45.5	285.5	24.402281
74.5	45.5	285.5	27.586374
75.5	45.5	285.5	28.54142
76.5	45.5	285.5	27.375471
77.5	45.5	285.5	22.149879
78.5	45.5	285.5	15.703125
79.5	45.5	285.5	17.267569
80.5	45.5	285.5	23.314215
81.5	45.5	285.5	10.695697
82.5	45.5	285.5	17.080904
83.5	45.5	285.5	23.790001
84.5	45.5	285.5	6.6176548
85.5	45.5	285.5	14.529661
86.5	45.5	285.5	13.68691
87.5	45.5	285.5	26.100109
88.5	45.5	285.5	26.970736
89.5	45.5	285.5	24.18384
90.5	45.5	285.5	25.615553
91.5	45.5	285.5	24.190001
92.5	45.5	285.5	28.91
93.5	45.5	285.5	28.33
94.5	45.5	285.5	28.693266
95.5	45.5	285.5	30.966431
96.5	45.5	285.5	26.870001
97.5	45.5	285.5	32.439999
98.5	45.5	285.5	34.178852
99.5	45.5	285.5	33.061413
0.5	45.5	286.5	32.134895
1.5	45.5	286.5	28.83
2.5	45.5	286.5	28.85
3.5	45.5	286.5	32.212009
4.5	45.5	286.5	28.059999
5.5	45.5	286.5	27.110001
6.5	45.5	286.5	27.92132
7.5	45.5	286.5	23.369537
8.5	45.5	286.5	29.167896
9.5	45.5	286.5	26.57
10.5	45.5	286.5	27.412451
11.5	45.5	286.5	32.504963
12.5	45.5	286.5	29.903887
13.5	45.5	286.5	31.212994
14.5	45.5	286.5	29.299999
15.5	45.5	286.5	30.95647
16.5	45.5	286.5	28.120001
17.5	45.5	286.5	28.190001
18.5	45.5	286.5	24.32
19.5	45.5	286.5	25.324577
20.5	45.5	286.5	30.71629
21.5	45.5	286.5	27.110001
22.5	45.5	286.5	25.83
23.5	45.5	286.5	28.026632
24.5	45.5	286.5	30.690001
25.5	45.5	286.5	22.309999
26.5	45.5	286.5	23.200001
27.5	45.5	286.5	29.836924
28.5	45.5	286.5	25.91
29.5	45.5	286.5	31.32
30.5	45.5	286.5	25.4
31.5	45.5	286.5	26.747643
32.5	45.5	286.5	22.889999
33.5	45.5	286.5	15.956758
34.5	45.5	286.5	27.788977
35.5	45.5	286.5	27.98
36.5	45.5	286.5	25.51
37.5	45.5	286.5	27.93
38.5	45.5	286.5	30.849127
39.5	45.5	286.5	25.986269
40.5	45.5	286.5	26.73
41.5	45.5	286.5	22.80442
42.5	45.5	286.5	27.954185
43.5	45.5	286.5	26.582987
44.5	45.5	286.5	22.809999
45.5	45.5	286.5	19.961777
46.5	45.5	286.5	18.879999
47.5	45.5	286.5	22.030001
48.5	45.5	286.5	21.105991
49.5	45.5	286.5	21.68
50.5	45.5	286.5	22.59
51.5	45.5	286.5	22.9
52.5	45.5	286.5	22.365488
53.5	45.5	286.5	23.780001
54.5	45.5	286.5	28.541569
55.5	45.5	286.5	25
